DateTime,Date,Hour,Month,Month_Name,Day_of_Week,Consumption_kWh,Voltage_V,Temperature_C,Zone,Cost_INR
2024-03-09 03:00:00,2024-03-09,3,3,March,Saturday,1.46,234.9,19.1,Living Room,12.41
2024-03-09 04:00:00,2024-03-09,4,3,March,Saturday,1.63,227.5,23.0,Office,13.85
2024-03-09 05:00:00,2024-03-09,5,3,March,Saturday,0.67,222.7,21.1,Office,5.7
2024-03-09 06:00:00,2024-03-09,6,3,March,Saturday,6.76,221.1,11.0,AC Unit,57.46
2024-03-09 07:00:00,2024-03-09,7,3,March,Saturday,8.66,239.1,20.9,AC Unit,73.61
2024-03-09 08:00:00,2024-03-09,8,3,March,Saturday,6.25,241.8,20.4,Office,53.12
2024-03-09 09:00:00,2024-03-09,9,3,March,Saturday,7.52,239.2,10.0,Factory Floor,63.92
2024-03-09 10:00:00,2024-03-09,10,3,March,Saturday,2.64,240.6,10.8,AC Unit,22.44
2024-03-09 11:00:00,2024-03-09,11,3,March,Saturday,2.43,241.9,14.1,Office,20.66
2024-03-09 12:00:00,2024-03-09,12,3,March,Saturday,2.47,226.7,21.4,Kitchen,21.0
2024-03-09 13:00:00,2024-03-09,13,3,March,Saturday,2.05,240.0,18.0,AC Unit,17.42
2024-03-09 14:00:00,2024-03-09,14,3,March,Saturday,2.01,222.7,11.2,Office,17.08
2024-03-09 15:00:00,2024-03-09,15,3,March,Saturday,2.81,241.8,13.4,Factory Floor,23.89
2024-03-09 16:00:00,2024-03-09,16,3,March,Saturday,2.96,240.0,13.0,AC Unit,25.16
2024-03-09 17:00:00,2024-03-09,17,3,March,Saturday,2.31,233.0,11.5,Factory Floor,19.64
2024-03-09 18:00:00,2024-03-09,18,3,March,Saturday,7.75,237.1,24.0,AC Unit,65.88
2024-03-09 19:00:00,2024-03-09,19,3,March,Saturday,7.46,241.0,22.5,AC Unit,63.41
2024-03-09 20:00:00,2024-03-09,20,3,March,Saturday,8.32,219.7,19.0,Factory Floor,70.72
2024-03-09 21:00:00,2024-03-09,21,3,March,Saturday,9.68,231.9,11.3,Living Room,82.28
2024-03-09 22:00:00,2024-03-09,22,3,March,Saturday,10.04,239.4,20.4,Kitchen,85.34
2024-03-09 23:00:00,2024-03-09,23,3,March,Saturday,2.06,237.3,10.8,Office,17.51
2024-03-10 00:00:00,2024-03-10,0,3,March,Sunday,0.5,234.3,18.4,AC Unit,4.25
2024-03-10 01:00:00,2024-03-10,1,3,March,Sunday,0.55,232.8,16.2,Office,4.68
2024-03-10 02:00:00,2024-03-10,2,3,March,Sunday,0.84,228.9,17.0,Factory Floor,7.14
2024-03-10 03:00:00,2024-03-10,3,3,March,Sunday,0.74,226.2,24.1,Living Room,6.29
2024-03-10 04:00:00,2024-03-10,4,3,March,Sunday,0.87,222.6,11.5,Office,7.39
2024-03-10 05:00:00,2024-03-10,5,3,March,Sunday,0.88,238.2,23.6,Kitchen,7.48
2024-03-10 06:00:00,2024-03-10,6,3,March,Sunday,7.17,228.1,20.9,Factory Floor,60.95
2024-03-10 07:00:00,2024-03-10,7,3,March,Sunday,5.7,219.1,11.9,Office,48.45
2024-03-10 08:00:00,2024-03-10,8,3,March,Sunday,7.27,236.1,14.7,Office,61.79
2024-03-10 09:00:00,2024-03-10,9,3,March,Sunday,7.47,225.4,15.1,AC Unit,63.49
2024-03-10 10:00:00,2024-03-10,10,3,March,Sunday,2.97,230.4,19.9,Kitchen,25.25
2024-03-10 11:00:00,2024-03-10,11,3,March,Sunday,2.06,230.2,22.5,Living Room,17.51
2024-03-10 12:00:00,2024-03-10,12,3,March,Sunday,2.42,222.7,13.0,Kitchen,20.57
2024-03-10 13:00:00,2024-03-10,13,3,March,Sunday,2.79,226.2,20.0,Factory Floor,23.71
2024-03-10 14:00:00,2024-03-10,14,3,March,Sunday,2.6,225.9,18.7,AC Unit,22.1
2024-03-10 15:00:00,2024-03-10,15,3,March,Sunday,2.62,228.0,12.4,Factory Floor,22.27
2024-03-10 16:00:00,2024-03-10,16,3,March,Sunday,2.88,239.9,17.4,Living Room,24.48
2024-03-10 17:00:00,2024-03-10,17,3,March,Sunday,2.64,234.6,17.0,Kitchen,22.44
2024-03-10 18:00:00,2024-03-10,18,3,March,Sunday,7.69,240.9,15.0,Factory Floor,65.37
2024-03-10 19:00:00,2024-03-10,19,3,March,Sunday,7.01,241.8,15.4,Living Room,59.59
2024-03-10 20:00:00,2024-03-10,20,3,March,Sunday,7.99,221.4,16.6,Office,67.92
2024-03-10 21:00:00,2024-03-10,21,3,March,Sunday,10.01,241.4,13.0,AC Unit,85.08
2024-03-10 22:00:00,2024-03-10,22,3,March,Sunday,7.58,235.3,15.1,Office,64.43
2024-03-10 23:00:00,2024-03-10,23,3,March,Sunday,2.25,222.7,12.6,AC Unit,19.12
2024-03-11 00:00:00,2024-03-11,0,3,March,Monday,0.5,234.3,15.7,Living Room,4.25
2024-03-11 01:00:00,2024-03-11,1,3,March,Monday,0.87,228.9,15.5,AC Unit,7.39
2024-03-11 02:00:00,2024-03-11,2,3,March,Monday,1.28,241.5,25.0,Factory Floor,10.88
2024-03-11 03:00:00,2024-03-11,3,3,March,Monday,0.5,221.5,23.9,Kitchen,4.25
2024-03-11 04:00:00,2024-03-11,4,3,March,Monday,1.19,227.0,19.0,Kitchen,10.12
2024-03-11 05:00:00,2024-03-11,5,3,March,Monday,0.84,232.1,22.8,AC Unit,7.14
2024-03-11 06:00:00,2024-03-11,6,3,March,Monday,7.7,219.3,21.9,Kitchen,65.45
2024-03-11 07:00:00,2024-03-11,7,3,March,Monday,8.52,239.3,13.1,Living Room,72.42
2024-03-11 08:00:00,2024-03-11,8,3,March,Monday,8.14,232.8,12.5,Factory Floor,69.19
2024-03-11 09:00:00,2024-03-11,9,3,March,Monday,7.9,230.2,17.5,Factory Floor,67.15
2024-03-11 10:00:00,2024-03-11,10,3,March,Monday,2.18,235.1,17.9,Factory Floor,18.53
2024-03-11 11:00:00,2024-03-11,11,3,March,Monday,2.72,229.9,14.0,Factory Floor,23.12
2024-03-11 12:00:00,2024-03-11,12,3,March,Monday,2.64,237.0,19.7,Kitchen,22.44
2024-03-11 13:00:00,2024-03-11,13,3,March,Monday,2.22,222.9,22.9,Factory Floor,18.87
2024-03-11 14:00:00,2024-03-11,14,3,March,Monday,2.22,228.2,15.7,Kitchen,18.87
2024-03-11 15:00:00,2024-03-11,15,3,March,Monday,2.94,227.0,18.3,Kitchen,24.99
2024-03-11 16:00:00,2024-03-11,16,3,March,Monday,2.75,225.1,17.8,Kitchen,23.38
2024-03-11 17:00:00,2024-03-11,17,3,March,Monday,2.58,229.2,19.3,Factory Floor,21.93
2024-03-11 18:00:00,2024-03-11,18,3,March,Monday,8.24,226.8,17.5,AC Unit,70.04
2024-03-11 19:00:00,2024-03-11,19,3,March,Monday,7.71,223.6,19.7,AC Unit,65.53
2024-03-11 20:00:00,2024-03-11,20,3,March,Monday,9.9,230.0,18.2,Living Room,84.15
2024-03-11 21:00:00,2024-03-11,21,3,March,Monday,10.07,220.4,11.1,Living Room,85.59
2024-03-11 22:00:00,2024-03-11,22,3,March,Monday,8.52,234.2,13.8,AC Unit,72.42
2024-03-11 23:00:00,2024-03-11,23,3,March,Monday,2.19,232.5,12.1,Office,18.61
2024-03-12 00:00:00,2024-03-12,0,3,March,Tuesday,0.5,225.2,22.3,Factory Floor,4.25
2024-03-12 01:00:00,2024-03-12,1,3,March,Tuesday,0.88,236.2,10.2,Office,7.48
2024-03-12 02:00:00,2024-03-12,2,3,March,Tuesday,0.96,238.8,13.4,Kitchen,8.16
2024-03-12 03:00:00,2024-03-12,3,3,March,Tuesday,1.04,236.9,21.4,Factory Floor,8.84
2024-03-12 04:00:00,2024-03-12,4,3,March,Tuesday,0.75,238.3,16.4,Factory Floor,6.38
2024-03-12 05:00:00,2024-03-12,5,3,March,Tuesday,1.24,231.4,15.6,Office,10.54
2024-03-12 06:00:00,2024-03-12,6,3,March,Tuesday,7.93,235.7,17.5,AC Unit,67.41
2024-03-12 07:00:00,2024-03-12,7,3,March,Tuesday,6.44,234.5,16.1,Office,54.74
2024-03-12 08:00:00,2024-03-12,8,3,March,Tuesday,6.49,231.6,10.5,Kitchen,55.16
2024-03-12 09:00:00,2024-03-12,9,3,March,Tuesday,6.41,225.9,19.4,Office,54.48
2024-03-12 10:00:00,2024-03-12,10,3,March,Tuesday,2.91,231.8,15.9,Factory Floor,24.73
2024-03-12 11:00:00,2024-03-12,11,3,March,Tuesday,2.2,227.4,18.0,Kitchen,18.7
2024-03-12 12:00:00,2024-03-12,12,3,March,Tuesday,2.47,225.9,24.4,AC Unit,21.0
2024-03-12 13:00:00,2024-03-12,13,3,March,Tuesday,2.09,220.5,18.3,Living Room,17.77
2024-03-12 14:00:00,2024-03-12,14,3,March,Tuesday,2.83,232.5,10.4,Kitchen,24.05
2024-03-12 15:00:00,2024-03-12,15,3,March,Tuesday,2.07,241.1,14.3,Kitchen,17.59
2024-03-12 16:00:00,2024-03-12,16,3,March,Tuesday,2.29,230.6,16.8,AC Unit,19.46
2024-03-12 17:00:00,2024-03-12,17,3,March,Tuesday,2.52,222.1,22.9,Factory Floor,21.42
2024-03-12 18:00:00,2024-03-12,18,3,March,Tuesday,8.55,221.1,16.3,Living Room,72.68
2024-03-12 19:00:00,2024-03-12,19,3,March,Tuesday,8.46,223.0,23.1,AC Unit,71.91
2024-03-12 20:00:00,2024-03-12,20,3,March,Tuesday,8.44,229.4,19.1,AC Unit,71.74
2024-03-12 21:00:00,2024-03-12,21,3,March,Tuesday,8.85,234.4,14.1,Living Room,75.22
2024-03-12 22:00:00,2024-03-12,22,3,March,Tuesday,10.41,237.8,19.1,Kitchen,88.48
2024-03-12 23:00:00,2024-03-12,23,3,March,Tuesday,2.53,239.8,23.2,Factory Floor,21.5
2024-03-13 00:00:00,2024-03-13,0,3,March,Wednesday,0.58,220.2,19.7,Factory Floor,4.93
2024-03-13 01:00:00,2024-03-13,1,3,March,Wednesday,1.5,237.0,15.9,Kitchen,12.75
2024-03-13 02:00:00,2024-03-13,2,3,March,Wednesday,0.76,232.8,16.5,Factory Floor,6.46
2024-03-13 03:00:00,2024-03-13,3,3,March,Wednesday,0.5,231.6,15.9,Living Room,4.25
2024-03-13 04:00:00,2024-03-13,4,3,March,Wednesday,1.63,224.6,19.4,AC Unit,13.85
2024-03-13 05:00:00,2024-03-13,5,3,March,Wednesday,0.5,235.4,23.5,Factory Floor,4.25
2024-03-13 06:00:00,2024-03-13,6,3,March,Wednesday,7.0,220.9,15.5,Living Room,59.5
2024-03-13 07:00:00,2024-03-13,7,3,March,Wednesday,7.29,227.8,12.5,Kitchen,61.97
2024-03-13 08:00:00,2024-03-13,8,3,March,Wednesday,6.98,219.8,20.4,Factory Floor,59.33
2024-03-13 09:00:00,2024-03-13,9,3,March,Wednesday,6.89,238.5,16.0,Living Room,58.56
2024-03-13 10:00:00,2024-03-13,10,3,March,Wednesday,2.25,235.0,12.0,Factory Floor,19.12
2024-03-13 11:00:00,2024-03-13,11,3,March,Wednesday,2.48,219.6,18.2,Kitchen,21.08
2024-03-13 12:00:00,2024-03-13,12,3,March,Wednesday,2.71,228.5,17.1,AC Unit,23.04
2024-03-13 13:00:00,2024-03-13,13,3,March,Wednesday,2.84,222.1,10.3,Living Room,24.14
2024-03-13 14:00:00,2024-03-13,14,3,March,Wednesday,2.18,221.0,21.1,Kitchen,18.53
2024-03-13 15:00:00,2024-03-13,15,3,March,Wednesday,2.08,236.3,20.2,Kitchen,17.68
2024-03-13 16:00:00,2024-03-13,16,3,March,Wednesday,2.44,222.3,20.7,Office,20.74
2024-03-13 17:00:00,2024-03-13,17,3,March,Wednesday,2.22,234.7,22.5,Office,18.87
2024-03-13 18:00:00,2024-03-13,18,3,March,Wednesday,9.28,239.5,15.9,AC Unit,78.88
2024-03-13 19:00:00,2024-03-13,19,3,March,Wednesday,8.37,219.2,15.7,Kitchen,71.14
2024-03-13 20:00:00,2024-03-13,20,3,March,Wednesday,10.09,223.7,11.4,Factory Floor,85.77
2024-03-13 21:00:00,2024-03-13,21,3,March,Wednesday,6.13,237.7,20.2,Living Room,52.1
2024-03-13 22:00:00,2024-03-13,22,3,March,Wednesday,7.76,237.1,22.5,Kitchen,65.96
2024-03-13 23:00:00,2024-03-13,23,3,March,Wednesday,2.72,219.1,17.7,AC Unit,23.12
2024-03-14 00:00:00,2024-03-14,0,3,March,Thursday,1.3,233.0,24.0,Factory Floor,11.05
2024-03-14 01:00:00,2024-03-14,1,3,March,Thursday,0.5,223.1,15.3,Kitchen,4.25
2024-03-14 02:00:00,2024-03-14,2,3,March,Thursday,1.64,218.3,13.2,Kitchen,13.94
2024-03-14 03:00:00,2024-03-14,3,3,March,Thursday,1.75,233.6,15.5,Living Room,14.88
2024-03-14 04:00:00,2024-03-14,4,3,March,Thursday,0.53,236.4,17.5,Living Room,4.5
2024-03-14 05:00:00,2024-03-14,5,3,March,Thursday,1.08,240.1,18.5,AC Unit,9.18
2024-03-14 06:00:00,2024-03-14,6,3,March,Thursday,8.48,241.6,20.4,Kitchen,72.08
2024-03-14 07:00:00,2024-03-14,7,3,March,Thursday,6.63,239.2,14.8,Factory Floor,56.35
2024-03-14 08:00:00,2024-03-14,8,3,March,Thursday,5.22,239.9,16.7,Office,44.37
2024-03-14 09:00:00,2024-03-14,9,3,March,Thursday,7.15,232.1,24.8,Kitchen,60.78
2024-03-14 10:00:00,2024-03-14,10,3,March,Thursday,2.02,236.2,11.9,Kitchen,17.17
2024-03-14 11:00:00,2024-03-14,11,3,March,Thursday,2.74,236.2,19.3,Living Room,23.29
2024-03-14 12:00:00,2024-03-14,12,3,March,Thursday,2.14,230.0,13.0,Factory Floor,18.19
2024-03-14 13:00:00,2024-03-14,13,3,March,Thursday,2.2,218.9,23.9,Office,18.7
2024-03-14 14:00:00,2024-03-14,14,3,March,Thursday,2.99,228.6,23.2,Kitchen,25.42
2024-03-14 15:00:00,2024-03-14,15,3,March,Thursday,2.28,233.4,21.4,Office,19.38
2024-03-14 16:00:00,2024-03-14,16,3,March,Thursday,2.79,228.0,22.2,Living Room,23.71
2024-03-14 17:00:00,2024-03-14,17,3,March,Thursday,2.23,235.6,15.1,Kitchen,18.95
2024-03-14 18:00:00,2024-03-14,18,3,March,Thursday,9.06,234.0,13.7,Kitchen,77.01
2024-03-14 19:00:00,2024-03-14,19,3,March,Thursday,8.81,225.7,16.6,Living Room,74.89
2024-03-14 20:00:00,2024-03-14,20,3,March,Thursday,6.75,240.9,10.8,Kitchen,57.38
2024-03-14 21:00:00,2024-03-14,21,3,March,Thursday,9.88,222.2,18.2,Kitchen,83.98
2024-03-14 22:00:00,2024-03-14,22,3,March,Thursday,7.02,235.4,14.7,Kitchen,59.67
2024-03-14 23:00:00,2024-03-14,23,3,March,Thursday,2.24,222.2,13.7,AC Unit,19.04
2024-03-15 00:00:00,2024-03-15,0,3,March,Friday,1.39,222.8,22.9,Factory Floor,11.81
2024-03-15 01:00:00,2024-03-15,1,3,March,Friday,1.89,227.6,12.5,Factory Floor,16.06
2024-03-15 02:00:00,2024-03-15,2,3,March,Friday,1.19,228.4,12.3,Factory Floor,10.12
2024-03-15 03:00:00,2024-03-15,3,3,March,Friday,1.36,238.5,21.4,AC Unit,11.56
2024-03-15 04:00:00,2024-03-15,4,3,March,Friday,0.56,235.4,13.9,Factory Floor,4.76
2024-03-15 05:00:00,2024-03-15,5,3,March,Friday,0.98,231.5,17.2,AC Unit,8.33
2024-03-15 06:00:00,2024-03-15,6,3,March,Friday,5.88,221.7,12.8,Living Room,49.98
2024-03-15 07:00:00,2024-03-15,7,3,March,Friday,8.32,227.0,16.1,Factory Floor,70.72
2024-03-15 08:00:00,2024-03-15,8,3,March,Friday,8.79,227.0,17.3,Office,74.71
2024-03-15 09:00:00,2024-03-15,9,3,March,Friday,6.1,241.8,11.9,Office,51.85
2024-03-15 10:00:00,2024-03-15,10,3,March,Friday,2.16,236.3,24.4,AC Unit,18.36
2024-03-15 11:00:00,2024-03-15,11,3,March,Friday,2.51,229.7,20.3,Living Room,21.33
2024-03-15 12:00:00,2024-03-15,12,3,March,Friday,2.65,240.2,21.0,Kitchen,22.52
2024-03-15 13:00:00,2024-03-15,13,3,March,Friday,2.48,240.1,15.4,Living Room,21.08
2024-03-15 14:00:00,2024-03-15,14,3,March,Friday,2.7,233.5,13.9,Factory Floor,22.95
2024-03-15 15:00:00,2024-03-15,15,3,March,Friday,2.94,221.5,13.7,Office,24.99
2024-03-15 16:00:00,2024-03-15,16,3,March,Friday,2.95,238.2,10.2,Living Room,25.08
2024-03-15 17:00:00,2024-03-15,17,3,March,Friday,2.64,240.0,16.0,Office,22.44
2024-03-15 18:00:00,2024-03-15,18,3,March,Friday,9.98,239.8,23.1,Kitchen,84.83
2024-03-15 19:00:00,2024-03-15,19,3,March,Friday,9.57,225.3,24.5,Factory Floor,81.34
2024-03-15 20:00:00,2024-03-15,20,3,March,Friday,9.08,236.1,23.9,Living Room,77.18
2024-03-15 21:00:00,2024-03-15,21,3,March,Friday,7.01,237.1,22.2,AC Unit,59.59
2024-03-15 22:00:00,2024-03-15,22,3,March,Friday,9.92,227.6,14.6,Kitchen,84.32
2024-03-15 23:00:00,2024-03-15,23,3,March,Friday,2.82,218.0,11.0,Factory Floor,23.97
2024-03-16 00:00:00,2024-03-16,0,3,March,Saturday,1.13,235.6,12.6,AC Unit,9.6
2024-03-16 01:00:00,2024-03-16,1,3,March,Saturday,0.95,229.7,17.5,Living Room,8.07
2024-03-16 02:00:00,2024-03-16,2,3,March,Saturday,1.36,222.5,10.9,Kitchen,11.56
2024-03-16 03:00:00,2024-03-16,3,3,March,Saturday,0.5,241.6,23.1,Factory Floor,4.25
2024-03-16 04:00:00,2024-03-16,4,3,March,Saturday,1.0,238.8,12.5,AC Unit,8.5
2024-03-16 05:00:00,2024-03-16,5,3,March,Saturday,1.04,219.5,10.4,Kitchen,8.84
2024-03-16 06:00:00,2024-03-16,6,3,March,Saturday,7.11,220.4,10.9,Living Room,60.44
2024-03-16 07:00:00,2024-03-16,7,3,March,Saturday,7.79,219.0,13.2,Living Room,66.22
2024-03-16 08:00:00,2024-03-16,8,3,March,Saturday,6.65,241.1,14.0,Factory Floor,56.53
2024-03-16 09:00:00,2024-03-16,9,3,March,Saturday,6.76,228.3,15.6,AC Unit,57.46
2024-03-16 10:00:00,2024-03-16,10,3,March,Saturday,3.0,237.6,24.1,Factory Floor,25.5
2024-03-16 11:00:00,2024-03-16,11,3,March,Saturday,2.38,219.4,15.3,AC Unit,20.23
2024-03-16 12:00:00,2024-03-16,12,3,March,Saturday,2.81,218.1,23.1,Factory Floor,23.89
2024-03-16 13:00:00,2024-03-16,13,3,March,Saturday,2.73,239.3,12.1,Office,23.2
2024-03-16 14:00:00,2024-03-16,14,3,March,Saturday,2.12,230.7,24.3,Kitchen,18.02
2024-03-16 15:00:00,2024-03-16,15,3,March,Saturday,2.37,232.8,19.9,Factory Floor,20.14
2024-03-16 16:00:00,2024-03-16,16,3,March,Saturday,2.51,233.8,10.0,AC Unit,21.33
2024-03-16 17:00:00,2024-03-16,17,3,March,Saturday,2.02,226.6,10.7,AC Unit,17.17
2024-03-16 18:00:00,2024-03-16,18,3,March,Saturday,8.95,229.6,21.1,Living Room,76.07
2024-03-16 19:00:00,2024-03-16,19,3,March,Saturday,8.33,240.6,17.1,Living Room,70.81
2024-03-16 20:00:00,2024-03-16,20,3,March,Saturday,9.23,222.7,12.1,Office,78.45
2024-03-16 21:00:00,2024-03-16,21,3,March,Saturday,10.29,235.2,10.5,Factory Floor,87.46
2024-03-16 22:00:00,2024-03-16,22,3,March,Saturday,9.49,234.2,18.2,Factory Floor,80.67
2024-03-16 23:00:00,2024-03-16,23,3,March,Saturday,2.17,228.7,11.7,Office,18.45
2024-03-17 00:00:00,2024-03-17,0,3,March,Sunday,0.97,236.1,19.9,Living Room,8.24
2024-03-17 01:00:00,2024-03-17,1,3,March,Sunday,1.89,218.7,23.9,AC Unit,16.06
2024-03-17 02:00:00,2024-03-17,2,3,March,Sunday,0.86,223.3,13.9,Factory Floor,7.31
2024-03-17 03:00:00,2024-03-17,3,3,March,Sunday,0.72,234.0,23.8,Factory Floor,6.12
2024-03-17 04:00:00,2024-03-17,4,3,March,Sunday,1.6,238.9,24.0,Office,13.6
2024-03-17 05:00:00,2024-03-17,5,3,March,Sunday,1.28,239.8,21.1,Factory Floor,10.88
2024-03-17 06:00:00,2024-03-17,6,3,March,Sunday,7.75,241.2,16.6,Kitchen,65.88
2024-03-17 07:00:00,2024-03-17,7,3,March,Sunday,5.79,220.1,11.3,Office,49.22
2024-03-17 08:00:00,2024-03-17,8,3,March,Sunday,8.56,220.8,15.5,AC Unit,72.76
2024-03-17 09:00:00,2024-03-17,9,3,March,Sunday,8.44,218.0,10.9,Office,71.74
2024-03-17 10:00:00,2024-03-17,10,3,March,Sunday,2.19,227.3,16.4,AC Unit,18.61
2024-03-17 11:00:00,2024-03-17,11,3,March,Sunday,2.8,240.4,11.9,Office,23.8
2024-03-17 12:00:00,2024-03-17,12,3,March,Sunday,2.59,220.6,10.1,Factory Floor,22.02
2024-03-17 13:00:00,2024-03-17,13,3,March,Sunday,2.32,237.6,14.5,Kitchen,19.72
2024-03-17 14:00:00,2024-03-17,14,3,March,Sunday,2.5,228.9,19.0,Kitchen,21.25
2024-03-17 15:00:00,2024-03-17,15,3,March,Sunday,2.75,238.4,22.4,Living Room,23.38
2024-03-17 16:00:00,2024-03-17,16,3,March,Sunday,2.6,225.4,24.9,Living Room,22.1
2024-03-17 17:00:00,2024-03-17,17,3,March,Sunday,2.27,238.3,18.6,Kitchen,19.3
2024-03-17 18:00:00,2024-03-17,18,3,March,Sunday,8.68,227.0,24.7,AC Unit,73.78
2024-03-17 19:00:00,2024-03-17,19,3,March,Sunday,7.33,238.4,24.0,Kitchen,62.3
2024-03-17 20:00:00,2024-03-17,20,3,March,Sunday,8.85,238.8,12.7,Factory Floor,75.22
2024-03-17 21:00:00,2024-03-17,21,3,March,Sunday,9.21,237.6,23.7,Kitchen,78.29
2024-03-17 22:00:00,2024-03-17,22,3,March,Sunday,10.51,226.1,20.2,AC Unit,89.33
2024-03-17 23:00:00,2024-03-17,23,3,March,Sunday,2.76,227.4,17.9,AC Unit,23.46
2024-03-18 00:00:00,2024-03-18,0,3,March,Monday,1.64,234.8,18.2,Living Room,13.94
2024-03-18 01:00:00,2024-03-18,1,3,March,Monday,1.62,231.9,22.1,AC Unit,13.77
2024-03-18 02:00:00,2024-03-18,2,3,March,Monday,0.71,221.3,20.4,AC Unit,6.04
2024-03-18 03:00:00,2024-03-18,3,3,March,Monday,0.5,237.3,12.9,Living Room,4.25
2024-03-18 04:00:00,2024-03-18,4,3,March,Monday,1.49,220.4,21.8,Kitchen,12.66
2024-03-18 05:00:00,2024-03-18,5,3,March,Monday,1.61,234.3,12.5,Living Room,13.69
2024-03-18 06:00:00,2024-03-18,6,3,March,Monday,6.26,222.3,10.8,Office,53.21
2024-03-18 07:00:00,2024-03-18,7,3,March,Monday,7.54,241.3,19.4,Factory Floor,64.09
2024-03-18 08:00:00,2024-03-18,8,3,March,Monday,5.85,227.5,14.5,Office,49.72
2024-03-18 09:00:00,2024-03-18,9,3,March,Monday,8.52,227.0,20.4,Living Room,72.42
2024-03-18 10:00:00,2024-03-18,10,3,March,Monday,2.78,238.8,19.8,AC Unit,23.63
2024-03-18 11:00:00,2024-03-18,11,3,March,Monday,2.63,228.7,10.2,Living Room,22.36
2024-03-18 12:00:00,2024-03-18,12,3,March,Monday,2.08,229.7,20.0,Office,17.68
2024-03-18 13:00:00,2024-03-18,13,3,March,Monday,2.22,232.1,24.8,Factory Floor,18.87
2024-03-18 14:00:00,2024-03-18,14,3,March,Monday,2.27,235.9,21.9,Kitchen,19.3
2024-03-18 15:00:00,2024-03-18,15,3,March,Monday,2.38,242.0,20.5,AC Unit,20.23
2024-03-18 16:00:00,2024-03-18,16,3,March,Monday,2.57,220.4,11.0,Office,21.84
2024-03-18 17:00:00,2024-03-18,17,3,March,Monday,2.18,237.5,10.3,Office,18.53
2024-03-18 18:00:00,2024-03-18,18,3,March,Monday,10.05,230.7,11.0,Office,85.43
2024-03-18 19:00:00,2024-03-18,19,3,March,Monday,8.97,233.6,21.3,Kitchen,76.25
2024-03-18 20:00:00,2024-03-18,20,3,March,Monday,10.76,222.3,19.0,Kitchen,91.46
2024-03-18 21:00:00,2024-03-18,21,3,March,Monday,6.47,225.5,10.6,Office,54.99
2024-03-18 22:00:00,2024-03-18,22,3,March,Monday,6.99,231.5,22.8,Living Room,59.41
2024-03-18 23:00:00,2024-03-18,23,3,March,Monday,2.08,221.0,14.5,Office,17.68
2024-03-19 00:00:00,2024-03-19,0,3,March,Tuesday,1.81,233.8,13.7,Living Room,15.38
2024-03-19 01:00:00,2024-03-19,1,3,March,Tuesday,0.57,236.8,19.9,Factory Floor,4.84
2024-03-19 02:00:00,2024-03-19,2,3,March,Tuesday,1.35,225.5,23.7,AC Unit,11.48
2024-03-19 03:00:00,2024-03-19,3,3,March,Tuesday,0.9,234.5,19.9,Living Room,7.65
2024-03-19 04:00:00,2024-03-19,4,3,March,Tuesday,0.95,225.2,22.5,Kitchen,8.07
2024-03-19 05:00:00,2024-03-19,5,3,March,Tuesday,0.61,226.6,11.9,Office,5.18
2024-03-19 06:00:00,2024-03-19,6,3,March,Tuesday,6.82,224.3,19.7,Kitchen,57.97
2024-03-19 07:00:00,2024-03-19,7,3,March,Tuesday,6.28,224.1,16.4,Kitchen,53.38
2024-03-19 08:00:00,2024-03-19,8,3,March,Tuesday,6.68,235.6,24.9,Kitchen,56.78
2024-03-19 09:00:00,2024-03-19,9,3,March,Tuesday,7.71,233.5,17.7,Kitchen,65.53
2024-03-19 10:00:00,2024-03-19,10,3,March,Tuesday,2.42,221.7,24.9,Factory Floor,20.57
2024-03-19 11:00:00,2024-03-19,11,3,March,Tuesday,2.38,241.1,13.7,AC Unit,20.23
2024-03-19 12:00:00,2024-03-19,12,3,March,Tuesday,2.12,220.6,18.2,Living Room,18.02
2024-03-19 13:00:00,2024-03-19,13,3,March,Tuesday,2.33,220.1,23.6,AC Unit,19.8
2024-03-19 14:00:00,2024-03-19,14,3,March,Tuesday,2.15,237.2,14.1,Living Room,18.27
2024-03-19 15:00:00,2024-03-19,15,3,March,Tuesday,2.38,241.3,15.7,Living Room,20.23
2024-03-19 16:00:00,2024-03-19,16,3,March,Tuesday,2.78,221.0,17.9,AC Unit,23.63
2024-03-19 17:00:00,2024-03-19,17,3,March,Tuesday,2.59,237.4,11.4,AC Unit,22.02
2024-03-19 18:00:00,2024-03-19,18,3,March,Tuesday,9.67,231.2,19.1,Living Room,82.19
2024-03-19 19:00:00,2024-03-19,19,3,March,Tuesday,7.63,227.3,15.2,Office,64.86
2024-03-19 20:00:00,2024-03-19,20,3,March,Tuesday,9.09,227.7,18.9,AC Unit,77.27
2024-03-19 21:00:00,2024-03-19,21,3,March,Tuesday,6.55,221.7,11.9,Factory Floor,55.67
2024-03-19 22:00:00,2024-03-19,22,3,March,Tuesday,8.54,240.0,19.6,AC Unit,72.59
2024-03-19 23:00:00,2024-03-19,23,3,March,Tuesday,2.71,224.0,19.1,Factory Floor,23.04
2024-03-20 00:00:00,2024-03-20,0,3,March,Wednesday,1.8,237.2,17.5,AC Unit,15.3
2024-03-20 01:00:00,2024-03-20,1,3,March,Wednesday,0.57,235.2,23.9,Kitchen,4.84
2024-03-20 02:00:00,2024-03-20,2,3,March,Wednesday,1.55,240.7,16.1,AC Unit,13.18
2024-03-20 03:00:00,2024-03-20,3,3,March,Wednesday,0.79,219.8,13.6,Living Room,6.71
